771456 [0,1,0,-22066,-4016314] [1,4,3,6] 1 [3,7,41] [-11,6]
771456 [0,1,0,-88265,32042247] [1,4,3,6] 1 [3,7,41] [-11,6]
771456 [0,1,0,-450,-11838] [1,4,3,6] 1 [3,7,41] [-11,6]
771456 [0,-1,0,-88265,-32042247] [1,4,3,6] 1 [3,7,41] [-11,6]
771456 [0,1,0,-1801,92903] [1,4,3,6] 1 [3,7,41] [-11,6]
771456 [0,-1,0,-1801,-92903] [1,4,3,6] 1 [3,7,41] [-11,6]
771456 [0,-1,0,-22066,4016314] [1,4,3,6] 1 [3,7,41] [-11,6]
771456 [0,-1,0,-450,11838] [1,4,3,6] 1 [3,7,41] [-11,6]
771456 [0,-1,0,13655,2351833] [2,1,0,3] 1 [3,7,41] [4,1]
771456 [0,1,0,13655,-2351833] [2,1,0,3] 1 [3,7,41] [4,1]
771456 [0,-1,0,3414,-295686] [2,1,0,3] 1 [3,7,41] [4,1]
771456 [0,-1,0,-38089,2873977] [2,1,0,3] 1 [3,7,41] [-4,3]
771456 [0,1,0,-9522,354486] [2,1,0,3] 1 [3,7,41] [-4,3]
771456 [0,-1,0,-9522,-354486] [2,1,0,3] 1 [3,7,41] [-4,3]
771456 [0,1,0,3414,295686] [2,1,0,3] 1 [3,7,41] [4,1]
771456 [0,-1,0,-6729,-257319] [2,1,0,3] 1 [3,7,41] [2,-1]
771456 [0,-1,0,-2183946,1733569902] [2,1,0,3] 1 [3,7,41] [-50,61]
771456 [0,1,0,-8735785,13859823431] [2,1,0,3] 1 [3,7,41] [-50,61]
771456 [0,-1,0,-8735785,-13859823431] [2,1,0,3] 1 [3,7,41] [-50,61]
771456 [0,-1,0,-1682,33006] [2,1,0,3] 1 [3,7,41] [2,-1]
771456 [0,1,0,-6729,257319] [2,1,0,3] 1 [3,7,41] [2,-1]
771456 [0,1,0,-1682,-33006] [2,1,0,3] 1 [3,7,41] [2,-1]
771456 [0,1,0,-38089,-2873977] [2,1,0,3] 1 [3,7,41] [-4,3]
771456 [0,1,0,-2183946,-1733569902] [2,1,0,3] 1 [3,7,41] [-50,61]
771456 [0,-1,0,-702,50058] [2,5,0,6] 1 [3,7,41] [-1,1]
771456 [0,-1,0,-4636249,-3841001975] [2,5,0,6] 1 [3,7,41] [-37,13]
771456 [0,-1,0,-1159062,480704778] [2,5,0,6] 1 [3,7,41] [-37,13]
771456 [0,-1,0,-2809,-397655] [2,5,0,6] 1 [3,7,41] [-1,1]
771456 [0,-1,0,-717817,-571712567] [2,5,0,6] 1 [3,7,41] [19,-1]
771456 [0,1,0,-717817,571712567] [2,5,0,6] 1 [3,7,41] [19,-1]
771456 [0,1,0,-4636249,3841001975] [2,5,0,6] 1 [3,7,41] [-37,13]
771456 [0,1,0,-2809,397655] [2,5,0,6] 1 [3,7,41] [-1,1]
771456 [0,1,0,-702,-50058] [2,5,0,6] 1 [3,7,41] [-1,1]
771456 [0,-1,0,-179454,71553798] [2,5,0,6] 1 [3,7,41] [19,-1]
771456 [0,1,0,-179454,-71553798] [2,5,0,6] 1 [3,7,41] [19,-1]
771456 [0,1,0,-1159062,-480704778] [2,5,0,6] 1 [3,7,41] [-37,13]
771456 [0,-1,0,5031,144873] [3,7,14,14] 1 [3,7,41] [1,0]
771456 [0,1,0,26,62] [3,7,14,14] 1 [3,7,41] [1,0]
771456 [0,1,0,5031,-144873] [3,7,14,14] 1 [3,7,41] [1,0]
771456 [0,-1,0,-61497,5890473] [3,7,14,14] 1 [3,7,41] [-25,18]
771456 [0,1,0,-3013369,-2014405513] [3,7,14,14] 1 [3,7,41] [-25,18]
771456 [0,-1,0,-3013369,2014405513] [3,7,14,14] 1 [3,7,41] [-25,18]
771456 [0,1,0,103,-393] [3,7,14,14] 1 [3,7,41] [1,0]
771456 [0,-1,0,-15374,-728622] [3,7,14,14] 1 [3,7,41] [-25,18]
771456 [0,-1,0,-753342,-251424018] [3,7,14,14] 1 [3,7,41] [-25,18]
771456 [0,1,0,-753342,251424018] [3,7,14,14] 1 [3,7,41] [-25,18]
771456 [0,-1,0,1258,-18738] [3,7,14,14] 1 [3,7,41] [1,0]
771456 [0,1,0,-61497,-5890473] [3,7,14,14] 1 [3,7,41] [-25,18]
771456 [0,-1,0,26,-62] [3,7,14,14] 1 [3,7,41] [1,0]
771456 [0,1,0,-15374,728622] [3,7,14,14] 1 [3,7,41] [-25,18]
771456 [0,-1,0,103,393] [3,7,14,14] 1 [3,7,41] [1,0]
771456 [0,1,0,1258,18738] [3,7,14,14] 1 [3,7,41] [1,0]
771456 [0,1,0,24435,-2064693] [3,3,-1,7] 1 [3,7,41] [2,1]
771456 [0,-1,0,6109,-261141] [3,3,-1,7] 1 [3,7,41] [2,1]
771456 [0,-1,0,-2515,-489677] [3,3,-1,7] 1 [3,7,41] [-1,2]
771456 [0,1,0,-3033851,-3577493067] [3,3,-1,7] 1 [3,7,41] [56,-13]
771456 [0,1,0,4051,423723] [3,3,-1,7] 1 [3,7,41] [0,1]
771456 [0,1,0,1013,-52459] [3,3,-1,7] 1 [3,7,41] [0,1]
771456 [0,-1,0,-40080595,-97654023221] [3,3,-1,7] 1 [3,7,41] [-154,83]
771456 [0,1,0,6109,261141] [3,3,-1,7] 1 [3,7,41] [2,1]
771456 [0,1,0,-25741,1591883] [3,3,-1,7] 1 [3,7,41] [2,-1]
771456 [0,1,0,-160322381,-781392508149] [3,3,-1,7] 1 [3,7,41] [-154,83]
771456 [0,-1,0,-10061,3927477] [3,3,-1,7] 1 [3,7,41] [-1,2]
771456 [0,1,0,-40080595,97654023221] [3,3,-1,7] 1 [3,7,41] [-154,83]
771456 [0,1,0,-2515,489677] [3,3,-1,7] 1 [3,7,41] [-1,2]
771456 [0,1,0,35411,-14829781] [3,3,-1,7] 1 [3,7,41] [4,1]
771456 [0,-1,0,-51,-1413] [3,3,-1,7] 1 [3,7,41] [-1,2]
771456 [0,1,0,-51,1413] [3,3,-1,7] 1 [3,7,41] [-1,2]
771456 [0,-1,0,35411,14829781] [3,3,-1,7] 1 [3,7,41] [4,1]
771456 [0,1,0,-205,-11509] [3,3,-1,7] 1 [3,7,41] [-1,2]
771456 [0,-1,0,24435,2064693] [3,3,-1,7] 1 [3,7,41] [2,1]
771456 [0,-1,0,1013,52459] [3,3,-1,7] 1 [3,7,41] [0,1]
771456 [0,-1,0,-12135405,-28607809131] [3,3,-1,7] 1 [3,7,41] [56,-13]
771456 [0,1,0,-12135405,28607809131] [3,3,-1,7] 1 [3,7,41] [56,-13]
771456 [0,1,0,-10061,-3927477] [3,3,-1,7] 1 [3,7,41] [-1,2]
771456 [0,1,0,-6435,-202203] [3,3,-1,7] 1 [3,7,41] [2,-1]
771456 [0,-1,0,-6435,202203] [3,3,-1,7] 1 [3,7,41] [2,-1]
771456 [0,-1,0,-25741,-1591883] [3,3,-1,7] 1 [3,7,41] [2,-1]
771456 [0,-1,0,-160322381,781392508149] [3,3,-1,7] 1 [3,7,41] [-154,83]
771456 [0,-1,0,-205,11509] [3,3,-1,7] 1 [3,7,41] [-1,2]
771456 [0,-1,0,4051,-423723] [3,3,-1,7] 1 [3,7,41] [0,1]
771456 [0,-1,0,8853,-1858149] [3,3,-1,7] 1 [3,7,41] [4,1]
771456 [0,-1,0,-3033851,3577493067] [3,3,-1,7] 1 [3,7,41] [56,-13]
771456 [0,1,0,8853,1858149] [3,3,-1,7] 1 [3,7,41] [4,1]
771456 [0,-1,0,13655,2351833] [4,1,12,-6] 1 [3,7,41] [1,-1]
771456 [0,1,0,13655,-2351833] [4,1,12,-6] 1 [3,7,41] [1,-1]
771456 [0,-1,0,3414,-295686] [4,1,12,-6] 1 [3,7,41] [1,-1]
771456 [0,1,0,3414,295686] [4,1,12,-6] 1 [3,7,41] [1,-1]
